count,mean,std,min,25%,50%,75%,max,label
170.0,0.17953529411764707,0.09892123123757586,0.0,0.11225,0.179,0.2515,0.471,2025-04-09 20:05
170.0,0.17953529411764707,0.09892123123757586,0.0,0.11225,0.179,0.2515,0.471,2025-04-15 14:58
170.0,0.17953529411764707,0.09892123123757586,0.0,0.11225,0.179,0.2515,0.471,2025-04-15 15:37
170.0,0.17953529411764707,0.09892123123757586,0.0,0.11225,0.179,0.2515,0.471,2025-04-15 15:50
170.0,0.17953529411764707,0.09892123123757586,0.0,0.11225,0.179,0.2515,0.471,2025-04-15 15:59
170.0,0.17953529411764707,0.09892123123757586,0.0,0.11225,0.179,0.2515,0.471,2025-04-15 16:39
170.0,0.17953529411764707,0.09892123123757586,0.0,0.11225,0.179,0.2515,0.471,2025-04-15 16:41
